sentiment,Content
anticipation,['adhering']
disgust,['adhering']
fear,['adhering']
joy,['adhering']
sadness,['adhering']
surprise,['adhering']
trust,['adhering']
anger,['adhesion']
anticipation,['adhesion']
disgust,['adhesion']
fear,['adhesion']
joy,['adhesion']
sadness,['adhesion']
surprise,['adhesion']
trust,['adhesion']
anger,['adhesive']
anticipation,['adhesive']
disgust,['adhesive']
fear,['adhesive']
joy,['adhesive']
sadness,['adhesive']
surprise,['adhesive']
trust,['adhesive']
anger,['adieu']
anticipation,['adieu']
disgust,['adieu']
fear,['adieu']
joy,['adieu']
sadness,['adieu']
surprise,['adieu']
trust,['adieu']
anger,['adipose']
anticipation,['adipose']
disgust,['adipose']
fear,['adipose']
joy,['adipose']
sadness,['adipose']
surprise,['adipose']
trust,['adipose']
anger,['adjacency']
anticipation,['adjacency']
disgust,['adjacency']
fear,['adjacency']
joy,['adjacency']
sadness,['adjacency']
surprise,['adjacency']
trust,['adjacency']
anger,['adjacent']
anticipation,['adjacent']
disgust,['adjacent']
fear,['adjacent']
joy,['adjacent']
sadness,['adjacent']
surprise,['adjacent']
trust,['adjacent']
anger,['adjective']
anticipation,['adjective']
disgust,['adjective']
fear,['adjective']
joy,['adjective']
sadness,['adjective']
surprise,['adjective']
trust,['adjective']
anger,['adjoining']
anticipation,['adjoining']
disgust,['adjoining']
fear,['adjoining']
joy,['adjoining']
sadness,['adjoining']
surprise,['adjoining']
trust,['adjoining']
anger,['adjourn']
anticipation,['adjourn']
disgust,['adjourn']
fear,['adjourn']
joy,['adjourn']
sadness,['adjourn']
surprise,['adjourn']
trust,['adjourn']
anger,['adjournment']
anticipation,['adjournment']
disgust,['adjournment']
fear,['adjournment']
joy,['adjournment']
sadness,['adjournment']
surprise,['adjournment']
trust,['adjournment']
anger,['adjudicate']
anticipation,['adjudicate']
disgust,['adjudicate']
fear,['adjudicate']
joy,['adjudicate']
sadness,['adjudicate']
surprise,['adjudicate']
trust,['adjudicate']
anger,['adjudication']
anticipation,['adjudication']
disgust,['adjudication']
fear,['adjudication']
joy,['adjudication']
sadness,['adjudication']
surprise,['adjudication']
trust,['adjudication']
anger,['adjunct']
anticipation,['adjunct']
disgust,['adjunct']
fear,['adjunct']
joy,['adjunct']
sadness,['adjunct']
surprise,['adjunct']
trust,['adjunct']
anger,['adjust']
anticipation,['adjust']
disgust,['adjust']
fear,['adjust']
joy,['adjust']
sadness,['adjust']
surprise,['adjust']
trust,['adjust']
anger,['adjustment']
anticipation,['adjustment']
disgust,['adjustment']
fear,['adjustment']
joy,['adjustment']
sadness,['adjustment']
surprise,['adjustment']
trust,['adjustment']
anger,['adjuvant']
anticipation,['adjuvant']
disgust,['adjuvant']
fear,['adjuvant']
joy,['adjuvant']
sadness,['adjuvant']
surprise,['adjuvant']
trust,['adjuvant']
anger,['administer']
anticipation,['administer']
disgust,['administer']
fear,['administer']
joy,['administer']
sadness,['administer']
surprise,['administer']
trust,['administer']
anger,['administration']
anticipation,['administration']
disgust,['administration']
fear,['administration']
joy,['administration']
sadness,['administration']
surprise,['administration']
trust,['administration']
anger,['administrative']
anticipation,['administrative']
disgust,['administrative']
fear,['administrative']
joy,['administrative']
sadness,['administrative']
surprise,['administrative']
trust,['administrative']
anger,['admirable']
anticipation,['admirable']
disgust,['admirable']
fear,['admirable']
joy,['admirable']
sadness,['admirable']
surprise,['admirable']
trust,['admirable']
anger,['admiral']
anticipation,['admiral']
disgust,['admiral']
fear,['admiral']
joy,['admiral']
sadness,['admiral']
surprise,['admiral']
trust,['admiral']
anger,['admiralty']
anticipation,['admiralty']
disgust,['admiralty']
fear,['admiralty']
joy,['admiralty']
sadness,['admiralty']
surprise,['admiralty']
trust,['admiralty']
anger,['admiration']
anticipation,['admiration']
disgust,['admiration']
fear,['admiration']
joy,['admiration']
sadness,['admiration']
surprise,['admiration']
trust,['admiration']
anger,['admire']
anticipation,['admire']
disgust,['admire']
fear,['admire']
joy,['admire']
sadness,['admire']
surprise,['admire']
trust,['admire']
anger,['admirer']
anticipation,['admirer']
disgust,['admirer']
fear,['admirer']
joy,['admirer']
sadness,['admirer']
surprise,['admirer']
trust,['admirer']
anger,['admissibility']
anticipation,['admissibility']
disgust,['admissibility']
fear,['admissibility']
joy,['admissibility']
sadness,['admissibility']
surprise,['admissibility']
trust,['admissibility']
anger,['admissible']
anticipation,['admissible']
disgust,['admissible']
fear,['admissible']
joy,['admissible']
sadness,['admissible']
surprise,['admissible']
trust,['admissible']
anger,['admission']
anticipation,['admission']
disgust,['admission']
fear,['admission']
joy,['admission']
sadness,['admission']
surprise,['admission']
trust,['admission']
anger,['admit']
anticipation,['admit']
disgust,['admit']
fear,['admit']
joy,['admit']
sadness,['admit']
surprise,['admit']
trust,['admit']
anger,['admittance']
anticipation,['admittance']
disgust,['admittance']
fear,['admittance']
joy,['admittance']
sadness,['admittance']
surprise,['admittance']
trust,['admittance']
anger,['admitted']
anticipation,['admitted']
disgust,['admitted']
fear,['admitted']
joy,['admitted']
sadness,['admitted']
surprise,['admitted']
trust,['admitted']
anger,['admitting']
anticipation,['admitting']
disgust,['admitting']
fear,['admitting']
joy,['admitting']
sadness,['admitting']
surprise,['admitting']
trust,['admitting']
anger,['admixture']
anticipation,['admixture']
disgust,['admixture']
fear,['admixture']
joy,['admixture']
sadness,['admixture']
surprise,['admixture']
trust,['admixture']
anger,['admonition']
anticipation,['admonition']
disgust,['admonition']
fear,['admonition']
joy,['admonition']
sadness,['admonition']
surprise,['admonition']
trust,['admonition']
anger,['ado']
anticipation,['ado']
disgust,['ado']
fear,['ado']
joy,['ado']
sadness,['ado']
surprise,['ado']
trust,['ado']
anger,['adobe']
anticipation,['adobe']
disgust,['adobe']
fear,['adobe']
joy,['adobe']
sadness,['adobe']
surprise,['adobe']
trust,['adobe']
anger,['adolescence']
anticipation,['adolescence']
disgust,['adolescence']
fear,['adolescence']
joy,['adolescence']
sadness,['adolescence']
surprise,['adolescence']
trust,['adolescence']
anger,['adolescent']
anticipation,['adolescent']
disgust,['adolescent']
fear,['adolescent']
joy,['adolescent']
sadness,['adolescent']
surprise,['adolescent']
trust,['adolescent']
anger,['adopt']
anticipation,['adopt']
disgust,['adopt']
fear,['adopt']
joy,['adopt']
sadness,['adopt']
surprise,['adopt']
trust,['adopt']
anger,['adoption']
anticipation,['adoption']
disgust,['adoption']
fear,['adoption']
joy,['adoption']
sadness,['adoption']
surprise,['adoption']
trust,['adoption']
anger,['adorable']
anticipation,['adorable']
disgust,['adorable']
fear,['adorable']
joy,['adorable']
sadness,['adorable']
surprise,['adorable']
trust,['adorable']
anger,['adoration']
anticipation,['adoration']
disgust,['adoration']
fear,['adoration']
joy,['adoration']
sadness,['adoration']
surprise,['adoration']
trust,['adoration']
anger,['adore']
anticipation,['adore']
disgust,['adore']
fear,['adore']
joy,['adore']
sadness,['adore']
surprise,['adore']
trust,['adore']
anger,['adorn']
anticipation,['adorn']
disgust,['adorn']
fear,['adorn']
joy,['adorn']
sadness,['adorn']
surprise,['adorn']
trust,['adorn']
anger,['adornment']
anticipation,['adornment']
disgust,['adornment']
fear,['adornment']
joy,['adornment']
sadness,['adornment']
surprise,['adornment']
trust,['adornment']
anger,['adrift']
anticipation,['adrift']
disgust,['adrift']
fear,['adrift']
joy,['adrift']
sadness,['adrift']
surprise,['adrift']
trust,['adrift']
anger,['adult']
anticipation,['adult']
disgust,['adult']
fear,['adult']
joy,['adult']
sadness,['adult']
surprise,['adult']
trust,['adult']
anger,['adulterated']
anticipation,['adulterated']
disgust,['adulterated']
fear,['adulterated']
joy,['adulterated']
sadness,['adulterated']
surprise,['adulterated']
trust,['adulterated']
anger,['adultery']
anticipation,['adultery']
disgust,['adultery']
fear,['adultery']
joy,['adultery']
sadness,['adultery']
surprise,['adultery']
trust,['adultery']
anger,['advance']
anticipation,['advance']
disgust,['advance']
fear,['advance']
joy,['advance']
sadness,['advance']
surprise,['advance']
trust,['advance']
anger,['advanced']
anticipation,['advanced']
disgust,['advanced']
fear,['advanced']
joy,['advanced']
sadness,['advanced']
surprise,['advanced']
trust,['advanced']
anger,['advancement']
anticipation,['advancement']
disgust,['advancement']
fear,['advancement']
joy,['advancement']
sadness,['advancement']
surprise,['advancement']
trust,['advancement']
anger,['advancing']
anticipation,['advancing']
disgust,['advancing']
fear,['advancing']
joy,['advancing']
sadness,['advancing']
surprise,['advancing']
trust,['advancing']
anger,['advantage']
anticipation,['advantage']
disgust,['advantage']
fear,['advantage']
joy,['advantage']
sadness,['advantage']
surprise,['advantage']
trust,['advantage']
anger,['advantageous']
anticipation,['advantageous']
disgust,['advantageous']
fear,['advantageous']
joy,['advantageous']
sadness,['advantageous']
surprise,['advantageous']
trust,['advantageous']
anger,['advent']
anticipation,['advent']
disgust,['advent']
fear,['advent']
joy,['advent']
sadness,['advent']
surprise,['advent']
trust,['advent']
anger,['adventure']
anticipation,['adventure']
disgust,['adventure']
fear,['adventure']
joy,['adventure']
sadness,['adventure']
surprise,['adventure']
trust,['adventure']
anger,['adventurer']
anticipation,['adventurer']
disgust,['adventurer']
fear,['adventurer']
joy,['adventurer']
sadness,['adventurer']
surprise,['adventurer']
trust,['adventurer']
anger,['adventurous']
anticipation,['adventurous']
disgust,['adventurous']
fear,['adventurous']
joy,['adventurous']
sadness,['adventurous']
surprise,['adventurous']
trust,['adventurous']
anger,['adversary']
anticipation,['adversary']
disgust,['adversary']
fear,['adversary']
joy,['adversary']
sadness,['adversary']
surprise,['adversary']
trust,['adversary']
anger,['adverse']
anticipation,['adverse']
disgust,['adverse']
fear,['adverse']
joy,['adverse']
sadness,['adverse']
surprise,['adverse']
trust,['adverse']
anger,['adversity']
anticipation,['adversity']
disgust,['adversity']
fear,['adversity']
joy,['adversity']
sadness,['adversity']
surprise,['adversity']
trust,['adversity']
anger,['advertise']
anticipation,['advertise']
disgust,['advertise']
fear,['advertise']
joy,['advertise']
sadness,['advertise']
surprise,['advertise']
trust,['advertise']
anger,['advertisement']
anticipation,['advertisement']
disgust,['advertisement']
fear,['advertisement']
joy,['advertisement']
sadness,['advertisement']
surprise,['advertisement']
trust,['advertisement']
anger,['advice']
anticipation,['advice']
disgust,['advice']
fear,['advice']
joy,['advice']
sadness,['advice']
surprise,['advice']
trust,['advice']
anger,['advisable']
anticipation,['advisable']
disgust,['advisable']
fear,['advisable']
joy,['advisable']
sadness,['advisable']
surprise,['advisable']
trust,['advisable']
anger,['advise']
anticipation,['advise']
disgust,['advise']
fear,['advise']
joy,['advise']
sadness,['advise']
surprise,['advise']
trust,['advise']
anger,['advised']
anticipation,['advised']
disgust,['advised']
fear,['advised']
joy,['advised']
sadness,['advised']
surprise,['advised']
trust,['advised']
anger,['advisement']
anticipation,['advisement']
disgust,['advisement']
fear,['advisement']
joy,['advisement']
sadness,['advisement']
surprise,['advisement']
trust,['advisement']
anger,['adviser']
anticipation,['adviser']
disgust,['adviser']
fear,['adviser']
joy,['adviser']
sadness,['adviser']
surprise,['adviser']
trust,['adviser']
anger,['advocacy']
anticipation,['advocacy']
disgust,['advocacy']
fear,['advocacy']
joy,['advocacy']
sadness,['advocacy']
surprise,['advocacy']
trust,['advocacy']
anger,['advocate']
anticipation,['advocate']
disgust,['advocate']
fear,['advocate']
joy,['advocate']
sadness,['advocate']
surprise,['advocate']
trust,['advocate']
anger,['aegis']
anticipation,['aegis']
disgust,['aegis']
fear,['aegis']
joy,['aegis']
sadness,['aegis']
surprise,['aegis']
trust,['aegis']
anger,['aeration']
anticipation,['aeration']
disgust,['aeration']
fear,['aeration']
joy,['aeration']
sadness,['aeration']
surprise,['aeration']
trust,['aeration']
anger,['aerial']
anticipation,['aerial']
disgust,['aerial']
fear,['aerial']
joy,['aerial']
sadness,['aerial']
surprise,['aerial']
trust,['aerial']
anger,['aerodrome']
anticipation,['aerodrome']
disgust,['aerodrome']
fear,['aerodrome']
joy,['aerodrome']
sadness,['aerodrome']
surprise,['aerodrome']
trust,['aerodrome']
anger,['aerodynamics']
anticipation,['aerodynamics']
disgust,['aerodynamics']
fear,['aerodynamics']
joy,['aerodynamics']
sadness,['aerodynamics']
surprise,['aerodynamics']
trust,['aerodynamics']
anger,['aeronautics']
anticipation,['aeronautics']
disgust,['aeronautics']
fear,['aeronautics']
joy,['aeronautics']
sadness,['aeronautics']
surprise,['aeronautics']
trust,['aeronautics']
anger,['aeroplane']
anticipation,['aeroplane']
disgust,['aeroplane']
fear,['aeroplane']
joy,['aeroplane']
sadness,['aeroplane']
surprise,['aeroplane']
trust,['aeroplane']
anger,['aesthetic']
anticipation,['aesthetic']
disgust,['aesthetic']
fear,['aesthetic']
joy,['aesthetic']
sadness,['aesthetic']
surprise,['aesthetic']
trust,['aesthetic']
anger,['aesthetics']
anticipation,['aesthetics']
disgust,['aesthetics']
fear,['aesthetics']
joy,['aesthetics']
sadness,['aesthetics']
surprise,['aesthetics']
trust,['aesthetics']
anger,['aetiology']
anticipation,['aetiology']
disgust,['aetiology']
fear,['aetiology']
joy,['aetiology']
sadness,['aetiology']
surprise,['aetiology']
trust,['aetiology']
anger,['afar']
anticipation,['afar']
disgust,['afar']
fear,['afar']
joy,['afar']
sadness,['afar']
surprise,['afar']
trust,['afar']
anger,['affable']
anticipation,['affable']
disgust,['affable']
fear,['affable']
joy,['affable']
sadness,['affable']
surprise,['affable']
trust,['affable']
anger,['affair']
anticipation,['affair']
disgust,['affair']
fear,['affair']
joy,['affair']
sadness,['affair']
surprise,['affair']
trust,['affair']
anger,['affecting']
anticipation,['affecting']
disgust,['affecting']
fear,['affecting']
joy,['affecting']
sadness,['affecting']
surprise,['affecting']
trust,['affecting']
anger,['affection']
anticipation,['affection']
disgust,['affection']
fear,['affection']
joy,['affection']
sadness,['affection']
surprise,['affection']
trust,['affection']
anger,['affections']
anticipation,['affections']
disgust,['affections']
fear,['affections']
joy,['affections']
sadness,['affections']
surprise,['affections']
trust,['affections']
anger,['affiche']
anticipation,['affiche']
disgust,['affiche']
fear,['affiche']
joy,['affiche']
sadness,['affiche']
surprise,['affiche']
trust,['affiche']
anger,['affidavit']
anticipation,['affidavit']
disgust,['affidavit']
fear,['affidavit']
joy,['affidavit']
sadness,['affidavit']
surprise,['affidavit']
trust,['affidavit']
anger,['affiliated']
anticipation,['affiliated']
disgust,['affiliated']
fear,['affiliated']
joy,['affiliated']
sadness,['affiliated']
surprise,['affiliated']
trust,['affiliated']
anger,['affiliation']
anticipation,['affiliation']
disgust,['affiliation']
fear,['affiliation']
joy,['affiliation']
sadness,['affiliation']
surprise,['affiliation']
trust,['affiliation']
anger,['affinity']
anticipation,['affinity']
disgust,['affinity']
fear,['affinity']
