Gr_Content,Gr_Sentiment
mannnn πήρε ένα iPhone im ζηλεύει,έκπληξη
εξακολουθεί να είναι άρρωστος,θλίψη
Ο Josh μου τηλεφώνησε ένα μεγάλο κουβά με το άσχημο που μου αρέσει η τύχη για τα tweets μου,έκπληξη
Νιώθω πραγματικά παράξενος,θλίψη
"Προσπαθώ να μάθω το photoshop, αλλά δεν πηγαίνει τόσο καλά",έκπληξη
ο λαιμός μου πονάει θα πάει να διαβάσει και να πάει για ύπνο mee κείμενο,θλίψη
fjdskal im πραγματικά απογοητευμένοι,θλίψη
Αναρωτιέμαι πώς οι McDonalds χρειάζονται τόσο χρόνο για να παραδώσουν το φαγητό μου,θλίψη
Ya ο καιρός ήταν εξαιρετικά περίεργος εδώ Φαινόταν σαν να βροχόταν σήμερα αλλά φυσικά δεν το έφερε,έκπληξη
"πολύ περισσότερη αδικία από ό, τι μπορούμε να φανταστούμε τώρα Θα χειροτερέψει πριν γίνει καλύτερα Φοβάμαι Δεν υπάρχει αμφιβολία εδώ Συγγνώμη",θλίψη
Sooo Im είδος άρρωστος n κουρασμένος από το bs ότι τα παιδιά πιάτο έξω,θλίψη
idk lol το κεφάλι μου πονάει rly κακή ενισχυτή κάνει τόσο το στομάχι μου hmm προσωπικά νομίζω ότι από όλες τις ive είχε 2 συμφωνία wit,θλίψη
FUCK σπατάλη αποσμητικό i aint goin όχι όπου i aint havin εταιρεία επιτρέψτε μου να λειτουργήσει σε σας,έκπληξη
τι μια όμορφη ημέρα ντροπή έχω να περάσει σε ένα γραφείο,θλίψη
Μόλις τελειώσατε βλέποντας την επιστροφή σειράς του πολέμου Chasers σε όλα όντως πραγματικά χάλια σε σύγκριση με το πώς ήταν,θλίψη
"Ο Wow μόλις συνειδητοποίησε ότι δεν είχε ελέγξει το Twitter από τις 9 το πρωί, όταν είδε τον κατάλογό μου todo Καλά νέα πήραν πολλά πράγματα Κακό newsdont ξέρει πού πήγε η μέρα",θλίψη
http twitpic com664b7 λείπει ο καλύτερος φίλος μου τώρα έφυγε από το σχολείο,θλίψη
OUCH τα ακουστικά μου με συγκλόνισαν,έκπληξη
Η πικρή βλάπτει,θλίψη
αποχαιρετισμός ενός υπαλλήλου απόψε,θλίψη
Πρωί όλοι Οι θέρμανσης νερού συσκευάζονται έτσι λοξοτομώ έχω μπάνιο Ι πραγματικά θέλω μπάνιο,θλίψη
Τα κορίτσια προκαλούν σύγχυση,θλίψη
lyrically Γιατί θα μου το έκανες αυτό,θλίψη
Το μαύρισμα στην πόλη δεν είναι ποτέ καλό,θλίψη
"Ο Chris και εγώ διαμένουμε στη Γλασκώβη, γιατί δεν υπάρχει καμία απολύτως διαμονή στο Εδιμβούργο λόγω του μαραθωνίου",θλίψη
Τα θλιβερά tweets είναι λυπηρά,θλίψη
Αποφάσισα ότι απλά δεν μπορώ να σταθώ στο Alltop spam,θλίψη
μου λείπεις πλούσιος,θλίψη
Κεφαλαλγία του ερχόμενου αιώνα μπορώ να το αισθανθώ Fuck,θλίψη
απογοητευμένος που ξέρει ότι πήρα το Ασημένιο Βραβείο που θέλω το βραβείο GOLD μισώ το να είναι το δεύτερο καλύτερο,θλίψη
σπίτι από το παγωτό tweetup μου πρώτη tweetup Δεν υπάρχουν φωτογραφίες επειδή η μπαταρία της κάμερας μου πέθανε χθες το βράδυ και ξέχασα να χρεώσω,θλίψη
"Ο Dun θέλει να ταξιδέψει μέχρι εκεί για μεσημεριανό γεύμα. Αλλά ναι, έχω βρεθεί εκεί ωραίο μέρος που λείπει από τον ShanePunjab",θλίψη
ο ληστής πήρε τυχερό το παιχνίδι που με χτύπησε 209205,θλίψη
Bah I dont think FB ανεμιστήρα σελίδα θα φτάσει στα 7500,έκπληξη
το σπίτι από το σχολείο είχε την τελευταία ημέρα,θλίψη
lol Όταν πήγα να αγοράσω το νέο μου φορητό υπολογιστή στο Φεβ ήδη ήξερα lol αλλά κοίταξα ούτως ή άλλως και αποχώρησε μακριά sadfaced,θλίψη
Καθισμένος από τον εαυτό μου Ο καθένας πήρε τις καλές θέσεις,θλίψη
Ahhhhh Καλά τουλάχιστον Im μέχρι,θλίψη
ME oh περιμένετε λανθασμένη κατάσταση,θλίψη
Το χλιαρό κρύο του εδώ βόρεια τώρα Ήταν σαν 77 DF χθες όπου ήμουν εδώ 374 του,έκπληξη
Συγνώμη ήταν ότι σημαίνει,θλίψη
"Τα σκυλιά μάτια φαίνονται κακά Απλά ξεδιπλώνονται στο νέο πλυντήριο, οπότε γιατί να μην ένα νομοθέτες κτηνίατρος να το ξεκλειδώσετε eh",έκπληξη
Συγγνώμη είναι μόνο στα ισπανικά προς το παρόν,θλίψη
είχε περάσει η γρίπη σε μένα από Andy πήγε για ψώνια και πήρε φρέσκο κοτόπουλο για σούπα κοτόπουλο αλλά δεν dampd αυτό sat ήταν ένα θλιβερό panda,θλίψη
όχι καλά,θλίψη
τι ο άδικος τρόπος να μου πεις,θλίψη
Ω χάλια,θλίψη
Δεν πήρα το μήνυμα αλλά αγόρασα την πριγκίπισσα,θλίψη
"lol ik είναι, αλλά εγώ το σχήμα ive το κράτησε για ένα χρόνο χωρίς να χρειάζεται ιό λογισμικό ή να το πάρει σταθερό αναστεναγμό",έκπληξη
Είμαι τόσο δυσαρεστημένος που βρίσκομαι εδώ Μου το μισώ Του επηρεάζει τα πάντα Οι σχέσεις μου με τους ανθρώπους την προσωπικότητά μου η στάση μου,θλίψη
Δεν υπάρχει τίποτα να κάνω τώρα και είμαι κουρασμένος αλλά δεν θέλω να κοιμηθώ καθαρισμένος αρκετά καλός έτσι υπερήφανος τουλάχιστον να είσαι καλός γηροκομείο,θλίψη
oh μου τώρα προσβεβλημένος ha,θλίψη
Η 3d έκδοση του Up sold out κανονική έκδοση είναι,θλίψη
η αγάπη μου Έχουμε ακόμα κάνει γεύμα μαζί όπως είπαμε ότι θα σας έλειπε ο φίλος μου,θλίψη
Πού είναι το κτήμα μου όταν τον χρειάζομαι,έκπληξη
τώρα πονάει φούξια ενισχυτές έχουν ενταχθεί στο πάρτι Γιατί couldnt το κρύο ακριβώς πάει μακριά Έπρεπε να επιδεινωθεί,θλίψη
κρεβάτι με πόνο στο στομάχι,θλίψη
lappy φορτιστής είναι εντελώς νεκρός διατηρώντας τι έχει απομείνει από την μπαταρία έως ότου μπορώ να αντέξουν οικονομικά να αγοράσει ένα νέο,θλίψη
αποδεχόμενη τελικά το γεγονός ότι έχουν ληφθεί όλοι οι χαριτοί τύποι,θλίψη
Καλοκαίρι Glau να εμφανιστεί στο Dollhouse το επόμενο έτος http tinyurl commnrezc εξακολουθώ να λοξοτομεί πιστεύω ότι συνηθίζει να ανανεώσει TSCC,έκπληξη
πάρα πολύ κακός Vo με πήρε άρρωστος Νομίζω amp Δεν έχω καν meds να νιώθω σαν εσένα,θλίψη
Ο Honza παίρνει την πτήση του πίσω στην Τσεχική Δημοκρατία το πρωί Im πραγματικά θα τον χάσει,θλίψη
γιατί άλλαξαν τον άνθρωπο,έκπληξη
Ο Matty είναι κουρασμένος,θλίψη
δεν έχει πραγματικά μια καλή νύχτα λείπει το κοριτσάκι μου,θλίψη
Nite Tweeple Αύριο θα είναι η 25η ημέρα στη δουλειά,θλίψη
Άνθρωπος και έτοιμος για δουλειά Θέλω να κοιμηθώ,θλίψη
Σκεφτόμουν μόνο το ίδιο πράγμα που μου αρέσει η πρωινή συνομιλία μας Χρειαζόμαστε συνολικά 2 live 2gether πλήρους απασχόλησης Lol,θλίψη
Επιθυμώ ότι βρισκόμουν τώρα στη Σρι Πάντα,θλίψη
θέλει να ακούσει μουσική soulchild αλλά δεν είναι στο iPod,θλίψη
μου λείπει βλέποντας τις πυγολαμπίδες,θλίψη
κολλάει εκεί η υγεία πρέπει να είναι προτεραιότητα 1 αυτή τη στιγμή κάνω το μίσος βλέποντας τους καλούς ανθρώπους να κακομεταχειρίζονται τόσο im ειλικρινά συγγνώμη,θλίψη
Είχα έναν φοβερό χρόνο 2 Got2meet brandon rhyder Ατυχώς λοξοτομώ ύπνο n αύριο πίσω 2 η εργασία ole πήρε το παιχνίδι μου στο πρόσωπο,θλίψη
